survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,ibiz_rating,features_rating,security_rating,dept_org_unit,prod_type,age
Digital Banking,11/29/2020,5,6,9,6,5,6,6,,7,7,CB ,Deposits,66
Digital Banking,11/24/2020,7,7,10,7,7,7,6,,7,7,CB ,Deposits,88
Retail Banking,11/27/2020,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,11/28/2020,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,11/28/2020,4,6,5,,,,,,,,CB ,Deposits,53
Retail Banking,11/27/2020,7,7,10,,,,,,,,CB ,Deposits,78
Retail Banking,11/27/2020,7,7,10,,,,,,,,PB ,Deposits,72
Retail Banking,11/28/2020,7,7,10,,,,,,,,CB ,Deposits,39
Retail Banking,11/28/2020,5,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,11/28/2020,7,7,10,,,,,,,,PB ,Deposits,60
Retail Banking,11/28/2020,7,7,10,,,,,,,,BB ,Deposits,59
Retail Banking,11/28/2020,7,7,10,,,,,,,,CB ,Deposits,48
Digital Banking,11/26/2020,6,7,10,7,5,7,7,,7,7,PB ,Deposits,69
Digital Banking,11/29/2020,7,7,10,7,7,7,4,,7,7,CB ,Deposits,66
Digital Banking,11/25/2020,7,7,7,7,7,7,7,,7,7,CB ,Loans,51
Digital Banking,11/28/2020,7,7,10,7,7,7,7,,7,7,BB ,Deposits,79
Digital Banking,11/25/2020,6,5,7,6,6,6,6,,7,7,CB ,Deposits,48
Digital Banking,11/25/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,63
Digital Banking,11/25/2020,7,7,10,7,7,5,6,,7,6,CB ,Deposits,29
Digital Banking,11/27/2020,7,7,10,7,6,5,6,,7,7,CB ,Deposits,66
Digital Banking,11/28/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,63
Digital Banking,11/27/2020,6,5,8,6,6,6,6,,6,6,CB ,Deposits,67
Digital Banking,11/27/2020,6,7,10,6,5,5,6,,6,6,CB ,Deposits,78
Digital Banking,11/27/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,67
Digital Banking,11/27/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,69
Retail Banking,11/30/2020,7,6,10,,,,,,,,CB ,Deposits,77
Retail Banking,11/30/2020,7,7,10,,,,,,,,CB ,Deposits,64
Retail Banking,11/30/2020,7,7,10,,,,,,,,CB ,Deposits,20
Retail Banking,11/30/2020,7,7,10,,,,,,,,CB ,Deposits,60
Retail Banking,11/30/2020,7,7,10,,,,,,,,CB ,Loans,44
Retail Banking,11/30/2020,7,6,10,,,,,,,,CB ,Deposits,57
New Account,12/2/2020,7,7,10,,,,,,,,CB ,Deposits,74
New Account,12/3/2020,6,5,6,,,,,,,,CB ,Deposits,52
New Account,12/2/2020,7,7,10,,,,,,,,CB ,Deposits,40
New Account,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,37
New Account,12/7/2020,6,6,8,,,,,,,,CB ,Deposits,78
New Account,12/7/2020,7,7,10,,,,,,,,CB ,Deposits,
New Account,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,76
New Account,12/7/2020,7,7,10,,,,,,,,CB ,Deposits,51
New Account,12/7/2020,7,7,10,,,,,,,,CB ,Deposits,74
New Account,12/9/2020,7,7,9,,,,,,,,CB ,Deposits,61
New Account,12/10/2020,7,6,9,,,,,,,,CB ,Deposits,40
New Account,12/8/2020,6,7,7,,,,,,,,CB ,Deposits,85
New Account,12/4/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,12/7/2020,7,7,10,,,,,,,,CB ,Deposits,39
New Account,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,61
New Account,12/9/2020,7,7,10,,,,,,,,CB ,Deposits,73
New Account,12/11/2020,7,7,10,,,,,,,,CB ,Deposits,48
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,78
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,83
Retail Banking,12/9/2020,7,7,10,,,,,,,,CB ,Loans,67
Retail Banking,12/8/2020,6,7,10,,,,,,,,CB ,Deposits,86
New Account,12/9/2020,7,7,10,,,,,,,,CB ,Deposits,24
New Account,12/11/2020,4,5,7,,,,,,,,CB ,Deposits,
New Account,12/9/2020,5,6,8,,,,,,,,CB ,Deposits,34
New Account,12/10/2020,7,7,10,,,,,,,,CB ,Deposits,22
Mortgage Post Closing,12/11/2020,6,7,10,,,,,,,,,,56
iBiz,12/2/2020,6,7,9,,5,,6,6,6,7,,,
iBiz,12/2/2020,7,7,10,,7,,6,7,7,7,,,
Digital Banking,12/2/2020,3,2,2,3,3,3,4,,3,3,CB ,Deposits,52
Digital Banking,12/2/2020,7,7,10,5,7,7,7,,6,7,CB ,Deposits,49
Digital Banking,12/2/2020,7,7,10,7,6,6,6,,6,7,CB ,Deposits,58
Digital Banking,12/2/2020,6,5,8,6,6,5,5,,5,6,CB ,Deposits,38
Digital Banking,12/1/2020,6,5,3,6,6,6,6,,6,6,CB ,Deposits,25
Digital Banking,12/2/2020,7,7,10,7,7,7,6,,7,7,PB ,Deposits,53
Digital Banking,12/2/2020,6,6,7,6,6,6,6,,6,6,CB ,Deposits,71
Digital Banking,12/2/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,43
New Account,12/10/2020,7,7,10,,,,,,,,CB ,Deposits,74
New Account,12/11/2020,7,7,10,,,,,,,,CB ,Deposits,68
New Account,12/11/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,12/14/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/5/2020,7,5,10,,,,,,,,CB ,Deposits,65
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,64
Business Banking,12/7/2020,7,6,9,,,,,,,,BB ,Deposits,
Business Banking,12/9/2020,4,4,8,,,,,,,,BB ,Loans,
Business Banking,12/2/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/3/2020,6,3,9,,,,,,,,CB ,Loans,64
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,12/2/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,12/3/2020,5,4,8,,,,,,,,CB ,Deposits,59
Retail Banking,12/3/2020,6,5,10,,,,,,,,CB ,Loans,68
Retail Banking,12/2/2020,7,7,10,,,,,,,,PB ,Deposits,74
Retail Banking,12/2/2020,5,6,10,,,,,,,,CB ,Deposits,42
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,91
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,69
Business Banking,12/3/2020,7,7,10,,,,,,,,BB ,Loans,
Retail Banking,12/2/2020,7,7,10,,,,,,,,PB ,Loans,66
Retail Banking,12/2/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,12/4/2020,5,7,8,,,,,,,,CB ,Deposits,68
Business Banking,12/8/2020,7,7,10,,,,,,,,MM ,Deposits,
Retail Banking,12/3/2020,6,4,8,,,,,,,,CB ,Deposits,67
Retail Banking,12/2/2020,6,5,10,,,,,,,,PB ,Loans,72
Business Banking,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,27
Business Banking,12/8/2020,7,6,10,,,,,,,,BB ,Loans,
Retail Banking,12/3/2020,6,4,9,,,,,,,,CB ,Deposits,73
Business Banking,12/5/2020,7,4,0,,,,,,,,PB ,Loans,
Business Banking,12/5/2020,6,6,8,,,,,,,,BB ,Deposits,
Retail Banking,12/2/2020,7,7,10,,,,,,,,BB ,Deposits,75
Business Banking,12/3/2020,3,6,3,,,,,,,,BB ,Deposits,
Retail Banking,12/2/2020,6,5,9,,,,,,,,CB ,Deposits,72
Business Banking,12/2/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,12/3/2020,6,7,9,,,,,,,,CB ,Deposits,80
Business Banking,12/9/2020,4,n/a,6,,,,,,,,BB ,Deposits,
Business Banking,12/5/2020,7,6,10,,,,,,,,BB ,Deposits,
Business Banking,12/5/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,72
Business Banking,12/2/2020,6,4,5,,,,,,,,PB ,Loans,
Retail Banking,12/2/2020,6,7,10,,,,,,,,CB ,Deposits,31
Retail Banking,12/3/2020,7,7,9,,,,,,,,CB ,Deposits,69
Retail Banking,12/2/2020,6,6,8,,,,,,,,CB ,Deposits,58
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,12/2/2020,2,1,0,,,,,,,,CB ,Deposits,25
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,64
Business Banking,12/3/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/4/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/4/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/5/2020,7,7,10,,,,,,,,CB ,Deposits,80
Business Banking,12/5/2020,7,7,10,,,,,,,,MM ,Deposits,
Business Banking,12/5/2020,7,7,5,,,,,,,,BB ,Deposits,
Retail Banking,12/3/2020,7,7,10,,,,,,,,CB ,Deposits,69
Business Banking,12/3/2020,6,5,9,,,,,,,,CB ,Deposits,
Digital Banking,12/2/2020,6,6,10,7,6,6,6,,6,6,CB ,Loans,72
Digital Banking,12/3/2020,6,7,10,7,7,7,7,,7,7,CB ,Deposits,63
New Account,12/16/2020,7,7,9,,,,,,,,CB ,Deposits,61
New Account,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,65
Digital Banking,12/2/2020,7,7,10,7,7,4,7,,7,7,CB ,Deposits,59
Digital Banking,12/2/2020,6,6,8,6,6,6,6,,6,6,CB ,Deposits,54
New Account,12/14/2020,7,7,10,,,,,,,,BB ,Deposits,
New Account,12/17/2020,5,5,7,,,,,,,,BB ,Deposits,23
Retail Banking,12/4/2020,7,7,8,,,,,,,,CB ,Deposits,74
Retail Banking,12/8/2020,7,7,10,,,,,,,,CB ,Deposits,57
Retail Banking,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,39
Retail Banking,12/5/2020,7,7,10,,,,,,,,CB ,Loans,88
Retail Banking,12/7/2020,6,6,8,,,,,,,,CB ,Deposits,43
Retail Banking,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,24
Retail Banking,12/4/2020,5,1,4,,,,,,,,PB ,Deposits,62
Retail Banking,12/4/2020,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,12/12/2020,6,6,9,,,,,,,,CB ,Deposits,52
Retail Banking,12/5/2020,7,7,10,,,,,,,,CB ,Deposits,42
Retail Banking,12/4/2020,6,7,9,,,,,,,,CB ,Loans,44
Retail Banking,12/5/2020,7,7,10,,,,,,,,CB ,Deposits,22
Business Banking,12/3/2020,5,6,5,,,,,,,,BB ,Deposits,
Business Banking,12/4/2020,6,6,9,,,,,,,,BB ,Deposits,
Business Banking,12/4/2020,7,7,9,,,,,,,,BB ,Deposits,
Retail Banking,12/4/2020,6,7,10,,,,,,,,BB ,Deposits,57
Business Banking,12/8/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/8/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/8/2020,4,3,6,,,,,,,,BB ,Deposits,
Business Banking,12/4/2020,7,7,10,,,,,,,,PB ,Deposits,
Digital Banking,12/4/2020,6,6,10,7,7,6,6,,6,7,PB ,Deposits,64
Digital Banking,12/4/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,58
Digital Banking,12/4/2020,5,6,9,6,6,6,6,,6,5,CB ,Deposits,57
Digital Banking,12/4/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,34
New Account,12/11/2020,7,7,9,,,,,,,,CB ,Deposits,71
New Account,12/14/2020,7,7,8,,,,,,,,CB ,Deposits,35
Digital Banking,12/4/2020,2,1,0,4,4,2,4,,3,1,CB ,Deposits,32
New Account,12/12/2020,7,7,10,,,,,,,,CB ,Deposits,61
New Account,12/18/2020,7,3,10,,,,,,,,CB ,Deposits,
New Account,12/11/2020,7,7,10,,,,,,,,CB ,Deposits,35
Digital Banking,12/5/2020,6,7,10,7,7,7,7,,7,7,CB ,Deposits,73
Digital Banking,12/4/2020,5,7,10,4,4,4,1,,3,6,CB ,Deposits,44
Digital Banking,12/5/2020,5,7,10,6,6,5,6,,6,6,CB ,Deposits,80
Digital Banking,12/9/2020,7,6,10,7,7,7,6,,5,7,CB ,Deposits,74
Digital Banking,12/4/2020,6,6,10,6,6,5,6,,6,6,CB ,Deposits,70
Digital Banking,12/5/2020,7,6,10,7,6,7,6,,6,7,CB ,Deposits,68
Digital Banking,12/5/2020,6,7,9,6,6,4,7,,6,7,CB ,Deposits,59
Digital Banking,12/5/2020,7,7,10,7,7,7,7,,7,7,CB ,Loans,48
Digital Banking,12/5/2020,3,5,5,6,5,6,4,,4,7,PB ,Loans,
New Account,12/15/2020,6,6,9,,,,,,,,CB ,Deposits,73
New Account,12/14/2020,6,6,8,,,,,,,,CB ,Deposits,75
New Account,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,41
New Account,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,
New Account,12/17/2020,7,7,10,,,,,,,,CB ,Deposits,62
New Account,12/16/2020,7,7,9,,,,,,,,CB ,Deposits,85
Closed Account,12/9/2020,7,7,10,,,,,,,,PB ,Loans,
Digital Banking,12/8/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,76
Digital Banking,12/7/2020,7,7,10,7,7,7,7,,7,7,BB ,Deposits,
Digital Banking,12/8/2020,6,6,8,7,7,7,7,,7,7,CB ,Deposits,56
Digital Banking,12/8/2020,6,6,10,6,7,6,5,,5,7,CB ,Deposits,35
New Account,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,40
Digital Banking,12/7/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,60
iBiz,12/9/2020,7,6,10,,7,,3,4,7,7,,,
iBiz,12/10/2020,5,6,9,,6,,6,6,6,6,,,
Digital Banking,12/11/2020,7,7,10,6,7,6,6,,7,6,CB ,Loans,66
Digital Banking,12/11/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,69
Digital Banking,12/9/2020,7,7,10,7,7,7,7,,7,7,BB ,Deposits,51
Digital Banking,12/11/2020,5,6,8,7,5,5,6,,6,6,CB ,Deposits,58
Digital Banking,12/9/2020,5,5,7,5,5,5,5,,5,6,CB ,Deposits,76
New Account,12/22/2020,7,7,10,,,,,,,,CB ,Deposits,80
Closed Account,12/9/2020,6,7,9,,,,,,,,BB ,Loans,51
Digital Banking,12/10/2020,6,6,9,7,6,7,6,,6,7,PB ,Loans,
New Account,12/18/2020,7,7,9,,,,,,,,CB ,Deposits,63
Digital Banking,12/10/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,71
New Account,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,40
New Account,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,71
Digital Banking,12/13/2020,7,7,10,7,7,7,7,,7,7,BB ,Deposits,
New Account,12/18/2020,7,7,10,,,,,,,,CB ,Deposits,39
New Account,12/17/2020,7,7,10,,,,,,,,CB ,Deposits,36
New Account,12/18/2020,6,6,9,,,,,,,,CB ,Deposits,66
Retail Banking,12/10/2020,6,6,7,,,,,,,,CB ,Loans,49
Business Banking,12/12/2020,7,7,9,,,,,,,,BB ,Deposits,
Retail Banking,12/9/2020,7,7,10,,,,,,,,CB ,Loans,52
Retail Banking,12/9/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,12/10/2020,5,5,5,,,,,,,,CB ,Deposits,65
Retail Banking,12/10/2020,7,7,10,,,,,,,,BB ,Deposits,57
Retail Banking,12/10/2020,7,6,10,,,,,,,,CB ,Loans,44
Retail Banking,12/10/2020,6,6,8,,,,,,,,CB ,Deposits,53
Retail Banking,12/12/2020,7,7,10,,,,,,,,CB ,Loans,26
Retail Banking,12/10/2020,6,5,10,,,,,,,,CB ,Deposits,56
Retail Banking,12/9/2020,6,6,9,,,,,,,,CB ,Deposits,72
Business Banking,12/12/2020,7,7,0,,,,,,,,BB ,Deposits,
Business Banking,12/19/2020,6,7,10,,,,,,,,BB ,Loans,
Retail Banking,12/10/2020,6,6,8,,,,,,,,CB ,Deposits,29
Business Banking,12/19/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/19/2020,7,6,10,,,,,,,,BB ,Deposits,
Retail Banking,12/12/2020,6,7,9,,,,,,,,CB ,Deposits,55
Retail Banking,12/10/2020,7,7,9,,,,,,,,PB ,Loans,68
Retail Banking,12/10/2020,7,7,10,,,,,,,,CB ,Deposits,48
Business Banking,12/9/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/10/2020,7,7,10,,,,,,,,CB ,Deposits,20
Business Banking,12/19/2020,6,7,10,,,,,,,,BB ,Loans,
Business Banking,12/9/2020,7,7,10,,,,,,,,PB ,Deposits,
Retail Banking,12/9/2020,7,7,10,,,,,,,,CB ,Deposits,67
Business Banking,12/10/2020,3,1,1,,,,,,,,BB ,Deposits,
Retail Banking,12/10/2020,7,6,10,,,,,,,,CB ,Deposits,55
iBiz,12/12/2020,7,7,10,,7,,7,7,7,7,,,
iBiz,12/11/2020,6,6,9,,5,,5,7,7,7,,,
iBiz,12/9/2020,5,6,9,,6,,6,6,6,7,,,
iBiz,12/9/2020,6,6,6,,6,,5,6,6,7,,,
Digital Banking,12/13/2020,7,6,10,6,7,7,5,,6,7,CB ,Deposits,68
New Account,12/18/2020,7,7,10,,,,,,,,BB ,Deposits,
Digital Banking,12/10/2020,6,6,10,6,6,6,6,,6,6,CB ,Deposits,66
New Account,12/19/2020,7,7,7,,,,,,,,CB ,Deposits,54
Digital Banking,12/10/2020,5,6,10,5,6,5,6,,7,7,CB ,Deposits,65
New Account,12/18/2020,7,7,10,,,,,,,,CB ,Deposits,64
New Account,12/18/2020,7,7,10,,,,,,,,CB ,Deposits,51
New Account,12/21/2020,7,7,7,,,,,,,,CB ,Deposits,61
New Account,12/21/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,12/11/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,12/12/2020,6,6,8,,,,,,,,CB ,Deposits,65
Retail Banking,12/10/2020,6,6,8,,,,,,,,CB ,Deposits,68
Retail Banking,12/10/2020,7,7,9,,,,,,,,CB ,Deposits,73
Retail Banking,12/11/2020,7,7,9,,,,,,,,CB ,Deposits,90
Retail Banking,12/11/2020,7,7,10,,,,,,,,PB ,Loans,79
Retail Banking,12/11/2020,6,6,8,,,,,,,,CB ,Deposits,72
Retail Banking,12/11/2020,7,7,9,,,,,,,,CB ,Deposits,72
Retail Banking,12/11/2020,1,1,0,,,,,,,,CB ,Deposits,50
Retail Banking,12/10/2020,7,5,6,,,,,,,,CB ,Loans,43
Retail Banking,12/10/2020,7,7,10,,,,,,,,CB ,Deposits,64
Retail Banking,12/11/2020,7,7,9,,,,,,,,CB ,Deposits,68
Retail Banking,12/10/2020,7,4,10,,,,,,,,CB ,Deposits,55
Closed Account,12/15/2020,7,7,10,,,,,,,,CB ,Loans,78
Digital Banking,12/12/2020,7,6,9,6,6,6,6,,6,6,CB ,Deposits,78
Digital Banking,12/11/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,69
Digital Banking,12/13/2020,5,7,10,7,6,6,6,,7,6,CB ,Deposits,89
New Account,12/22/2020,7,7,10,,,,,,,,CB ,Deposits,69
Digital Banking,12/12/2020,7,7,10,6,7,7,7,,6,6,MM ,Deposits,
New Account,12/22/2020,7,7,10,,,,,,,,PB ,Deposits,
New Account,12/21/2020,7,7,10,,,,,,,,CB ,Deposits,
Mortgage Post Closing,12/18/2020,6,6,9,,,,,,,,,,34
Business Banking,12/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,12/14/2020,6,6,9,,,,,,,,CB ,Deposits,65
Retail Banking,12/17/2020,7,7,10,,,,,,,,CB ,Deposits,80
Retail Banking,12/18/2020,6,6,9,,,,,,,,CB ,Deposits,71
Business Banking,12/17/2020,6,6,9,,,,,,,,BB ,Deposits,
Retail Banking,12/14/2020,6,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,12/15/2020,7,6,10,,,,,,,,CB ,Loans,65
Retail Banking,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,80
Retail Banking,12/15/2020,6,6,9,,,,,,,,CB ,Loans,80
Retail Banking,12/14/2020,5,7,10,,,,,,,,CB ,Deposits,69
Retail Banking,12/14/2020,5,5,5,,,,,,,,CB ,Deposits,49
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,69
Business Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,86
Retail Banking,12/14/2020,7,7,10,,,,,,,,PB ,Loans,76
Retail Banking,12/15/2020,6,6,8,,,,,,,,CB ,Deposits,92
Retail Banking,12/14/2020,7,7,8,,,,,,,,CB ,Deposits,24
Retail Banking,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,25
Retail Banking,12/14/2020,7,7,10,,,,,,,,PB ,Loans,39
Retail Banking,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,46
Business Banking,12/15/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/14/2020,5,6,8,,,,,,,,MM ,Deposits,
Business Banking,12/17/2020,7,6,10,,,,,,,,C RE ,Loans,
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,40
Business Banking,12/14/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/14/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/14/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,12/14/2020,6,7,8,,,,,,,,CB ,Deposits,46
Closed Account,12/15/2020,7,7,10,,,,,,,,CB ,Loans,71
Closed Account,12/15/2020,7,7,8,,,,,,,,PB ,Loans,42
New Account,12/22/2020,2,3,5,,,,,,,,BB ,Deposits,
New Account,12/23/2020,6,5,7,,,,,,,,CB ,Deposits,90
New Account,12/23/2020,7,6,10,,,,,,,,PB ,Deposits,71
Closed Account,12/15/2020,7,7,10,,,,,,,,CB ,Loans,74
Digital Banking,12/14/2020,7,7,10,7,5,6,6,,7,6,CB ,Deposits,86
Loan,12/19/2020,6,6,9,,,,,,,,CB ,Loans,71
Digital Banking,12/15/2020,6,7,8,6,6,6,6,,7,7,CB ,Deposits,74
Digital Banking,12/14/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,56
Closed Account,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,54
New Account,12/29/2020,7,7,10,,,,,,,,CB ,Deposits,33
Mortgage Post Application,12/18/2020,7,7,10,,,,,,,,,,54
Mortgage Post Closing,12/18/2020,6,6,10,,,,,,,,,,57
Mortgage Post Closing,12/18/2020,7,7,10,,,,,,,,,,42
iBiz,12/15/2020,7,7,10,,7,,7,7,7,7,,,
iBiz,12/15/2020,7,7,10,,7,,7,7,7,7,,,
Digital Banking,12/15/2020,5,6,9,6,6,6,5,,6,6,BB ,Deposits,70
Digital Banking,12/17/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,64
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,73
Digital Banking,12/15/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,73
Digital Banking,12/15/2020,7,7,10,7,6,6,6,,7,7,CB ,Deposits,59
Digital Banking,12/15/2020,6,5,7,7,6,6,5,,6,6,CB ,Deposits,38
Digital Banking,12/16/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,45
New Account,12/24/2020,7,7,10,,,,,,,,CB ,Deposits,
Retail Banking,12/15/2020,6,4,8,,,,,,,,CB ,Deposits,86
Business Banking,12/15/2020,6,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/16/2020,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,12/17/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,12/16/2020,7,6,10,,,,,,,,CB ,Deposits,86
Retail Banking,12/16/2020,7,6,10,,,,,,,,CB ,Deposits,
Retail Banking,12/21/2020,7,7,10,,,,,,,,CB ,Deposits,88
Retail Banking,12/17/2020,7,7,10,,,,,,,,CB ,Loans,87
Retail Banking,12/15/2020,6,5,9,,,,,,,,CB ,Deposits,75
Retail Banking,12/15/2020,6,6,10,,,,,,,,CB ,Deposits,92
Retail Banking,12/21/2020,7,n/a,10,,,,,,,,CB ,Deposits,81
Retail Banking,12/21/2020,7,7,10,,,,,,,,CB ,Deposits,38
Retail Banking,12/21/2020,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,12/17/2020,7,7,10,,,,,,,,PB ,Deposits,80
Retail Banking,12/15/2020,2,6,0,,,,,,,,CB ,Deposits,79
Retail Banking,12/15/2020,6,7,9,,,,,,,,CB ,Deposits,53
Retail Banking,12/15/2020,6,6,8,,,,,,,,CB ,Deposits,73
Retail Banking,12/15/2020,7,7,10,,,,,,,,CB ,Deposits,80
Business Banking,12/15/2020,6,6,9,,,,,,,,BB ,Deposits,
Retail Banking,12/16/2020,7,7,7,,,,,,,,CB ,Deposits,85
Retail Banking,12/21/2020,7,6,10,,,,,,,,CB ,Loans,63
Retail Banking,12/16/2020,7,7,9,,,,,,,,CB ,Deposits,69
Mortgage Post Application,12/17/2020,7,7,10,,,,,,,,,,48
Digital Banking,12/16/2020,6,7,10,6,6,6,6,,6,6,CB ,Deposits,76
Digital Banking,12/16/2020,1,4,5,1,3,7,4,,3,7,CB ,Deposits,71
Digital Banking,12/17/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,59
Digital Banking,12/17/2020,5,6,8,6,6,6,6,,6,6,CB ,Deposits,61
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,31
Mortgage Post Application,12/21/2020,7,7,10,,,,,,,,,,57
Digital Banking,12/17/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,66
Digital Banking,12/17/2020,6,6,4,7,6,6,6,,6,6,CB ,Deposits,56
Digital Banking,12/18/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,82
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,82
Digital Banking,12/19/2020,5,5,7,5,5,5,6,,5,5,CB ,Deposits,70
Digital Banking,12/17/2020,6,5,8,6,4,6,6,,6,6,BB ,Deposits,55
New Account,12/29/2020,6,6,10,,,,,,,,CB ,Deposits,77
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,86
Mortgage Post Application,12/21/2020,6,6,9,,,,,,,,,,73
Mortgage Post Closing,12/22/2020,7,7,10,,,,,,,,,,54
