survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,ibiz_rating,features_rating,security_rating,dept_org_unit,prod_type,age
Mortgage Post Closing,12/21/2020,7,7,10,,,,,,,,,,63
Digital Banking,12/19/2020,4,5,8,4,7,7,2,,3,7,BB ,Deposits,
Digital Banking,12/19/2020,7,6,9,6,6,6,6,,6,7,CB ,Loans,64
Digital Banking,12/19/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,55
Digital Banking,12/18/2020,3,3,2,5,7,5,3,,3,5,BB ,Loans,
Digital Banking,12/19/2020,5,5,7,6,6,6,6,,6,6,CB ,Deposits,84
New Account,12/29/2020,7,7,10,,,,,,,,CB ,Deposits,70
Digital Banking,12/21/2020,4,7,6,7,7,7,1,,1,7,CB ,Deposits,41
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,29
New Account,12/30/2020,5,6,9,,,,,,,,BB ,Deposits,
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,81
Digital Banking,12/24/2020,7,7,10,7,7,6,7,,7,7,CB ,Deposits,62
Digital Banking,12/21/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,72
New Account,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,50
New Account,12/29/2020,7,7,10,,,,,,,,CB ,Deposits,60
iBiz,12/22/2020,6,7,10,,6,,6,7,6,6,,,
Digital Banking,12/22/2020,6,7,10,7,6,7,6,,6,6,CB ,Deposits,65
Digital Banking,12/22/2020,5,4,5,4,4,3,5,,3,3,CB ,Deposits,18
New Account,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,28
Digital Banking,12/23/2020,6,7,10,7,7,7,7,,7,7,PB ,Deposits,83
New Account,12/31/2020,6,6,7,,,,,,,,CB ,Deposits,59
New Account,12/31/2020,7,7,9,,,,,,,,CB ,Deposits,68
Retail Banking,12/31/2020,7,7,10,,,,,,,,CB ,Loans,83
Retail Banking,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,76
Business Banking,12/26/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,12/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/28/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,12/28/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/31/2020,6,7,10,,,,,,,,CB ,Deposits,61
Business Banking,12/31/2020,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,12/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/31/2020,7,7,10,,,,,,,,MTG ,Loans,40
Business Banking,12/24/2020,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Application,12/29/2020,7,7,10,,,,,,,,,,68
Mortgage Post Closing,12/29/2020,7,7,10,,,,,,,,,,45
Mortgage Post Closing,12/29/2020,7,7,10,,,,,,,,,,
Retail Banking,12/30/2020,7,7,10,,,,,,,,CB ,Deposits,56
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,52
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,51
Retail Banking,12/28/2020,6,7,9,,,,,,,,CB ,Deposits,64
Retail Banking,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,63
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,67
Retail Banking,12/28/2020,6,7,8,,,,,,,,CB ,Deposits,64
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,30
Retail Banking,12/28/2020,4,7,8,,,,,,,,PB ,Deposits,72
Retail Banking,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,89
Retail Banking,12/28/2020,6,7,10,,,,,,,,CB ,Deposits,56
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,25
Retail Banking,12/28/2020,7,7,10,,,,,,,,CB ,Deposits,45
Retail Banking,12/31/2020,7,7,10,,,,,,,,PB ,Deposits,67
Business Banking,12/28/2020,6,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/26/2020,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,50
Digital Banking,12/24/2020,7,6,9,6,6,6,6,,6,6,CB ,Deposits,82
Digital Banking,12/24/2020,7,7,10,7,7,7,7,,7,7,CB ,Deposits,26
Mortgage Post Application,12/29/2020,7,7,10,,,,,,,,,,47
Digital Banking,12/29/2020,6,6,8,6,6,5,6,,6,7,BB ,Deposits,
Digital Banking,12/29/2020,2,3,2,1,1,1,1,,1,4,CB ,Deposits,76
Digital Banking,12/28/2020,5,7,10,7,7,5,5,,7,7,CB ,Loans,33
Digital Banking,12/30/2020,6,7,10,6,6,6,7,,6,7,CB ,Deposits,81
iBiz,12/29/2020,5,3,4,,5,,3,1,3,6,,,
iBiz,12/29/2020,7,7,10,,7,,7,7,7,7,,,
iBiz,12/29/2020,4,5,7,,5,,1,5,1,6,,,
Digital Banking,12/30/2020,6,7,10,7,7,6,7,,7,7,CB ,Deposits,44
Business Banking,12/31/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/31/2020,7,7,10,,,,,,,,BB ,Loans,
Business Banking,12/31/2020,7,7,10,,,,,,,,CB ,Deposits,
Business Banking,12/31/2020,7,7,10,,,,,,,,C RE ,Loans,
Business Banking,12/31/2020,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,12/30/2020,7,7,10,,,,,,,,BB ,Deposits,
Digital Banking,12/31/2020,6,7,10,6,6,7,7,,7,7,CB ,Deposits,74
New Account,1/4/2021,7,7,10,,,,,,,,CB ,Deposits,96
New Account,1/4/2021,6,6,9,,,,,,,,CB ,Deposits,30
New Account,1/6/2021,4,5,8,,,,,,,,BB ,Deposits,44
New Account,1/4/2021,6,6,10,,,,,,,,CB ,Deposits,51
New Account,1/4/2021,6,6,9,,,,,,,,CB ,Deposits,54
New Account,1/7/2021,7,6,10,,,,,,,,CB ,Deposits,45
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,48
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,42
New Account,1/6/2021,7,7,10,,,,,,,,CB ,Deposits,22
New Account,1/5/2021,7,6,9,,,,,,,,CB ,Deposits,32
New Account,1/6/2021,7,6,9,,,,,,,,CB ,Deposits,20
New Account,1/6/2021,7,7,10,,,,,,,,CB ,Deposits,43
New Account,1/4/2021,7,7,10,,,,,,,,CB ,Deposits,36
New Account,1/4/2021,7,7,10,,,,,,,,CB ,Deposits,50
New Account,1/6/2021,7,7,10,,,,,,,,CB ,Deposits,25
New Account,1/8/2021,7,7,9,,,,,,,,CB ,Deposits,60
New Account,1/12/2021,7,7,10,,,,,,,,CB ,Deposits,28
New Account,1/7/2021,7,5,7,,,,,,,,CB ,Deposits,66
New Account,1/7/2021,7,7,9,,,,,,,,CB ,Deposits,76
New Account,1/12/2021,7,7,10,,,,,,,,CB ,Deposits,46
New Account,1/11/2021,7,7,10,,,,,,,,CB ,Deposits,54
New Account,1/7/2021,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Closing,1/5/2021,7,7,10,,,,,,,,,,36
New Account,1/12/2021,7,7,9,,,,,,,,CB ,Deposits,39
New Account,1/8/2021,7,7,10,,,,,,,,CB ,Deposits,42
New Account,1/8/2021,7,7,10,,,,,,,,CB ,Deposits,77
Mortgage Post Application,1/4/2021,7,7,10,,,,,,,,,,43
New Account,1/12/2021,7,7,10,,,,,,,,CB ,Deposits,52
New Account,1/9/2021,7,7,10,,,,,,,,CB ,Deposits,35
Digital Banking,1/1/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,60
New Account,1/11/2021,6,6,7,,,,,,,,CB ,Deposits,39
New Account,1/11/2021,7,7,10,,,,,,,,CB ,Deposits,20
iBiz,1/1/2021,6,6,9,,7,,6,7,7,7,,,
Digital Banking,1/5/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,62
Digital Banking,1/4/2021,7,7,10,7,7,5,6,,6,6,CB ,Deposits,77
New Account,1/12/2021,7,7,10,,,,,,,,BB ,Deposits,72
New Account,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,85
New Account,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,65
New Account,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,27
Digital Banking,1/4/2021,7,7,10,7,7,7,7,,7,7,BB ,Deposits,63
Digital Banking,1/5/2021,6,7,10,6,7,7,6,,7,7,CB ,Deposits,84
Mortgage Post Application,1/9/2021,7,7,9,,,,,,,,,,65
Mortgage Post Closing,1/28/2021,6,4,8,,,,,,,,,,69
Mortgage Post Closing,1/26/2021,2,7,4,,,,,,,,,,47
iBiz,1/6/2021,7,7,10,,7,,6,7,7,7,,,
iBiz,1/6/2021,7,7,10,,7,,7,7,7,7,,,
Digital Banking,1/5/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,67
Digital Banking,1/5/2021,5,6,6,7,7,5,5,,7,7,CB ,Deposits,64
Digital Banking,1/5/2021,7,7,10,7,7,7,7,,7,7,C RE ,Deposits,
New Account,1/15/2021,7,5,10,,,,,,,,CB ,Deposits,80
New Account,1/18/2021,6,6,10,,,,,,,,CB ,Deposits,44
New Account,1/13/2021,4,5,5,,,,,,,,CB ,Deposits,24
New Account,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,58
New Account,1/18/2021,7,6,9,,,,,,,,CB ,Deposits,21
New Account,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,30
New Account,1/15/2021,3,4,5,,,,,,,,CB ,Deposits,37
New Account,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,79
New Account,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,21
Mortgage Post Application,1/9/2021,7,7,10,,,,,,,,,,57
Retail Banking,1/16/2021,7,7,10,,,,,,,,CB ,Deposits,71
Retail Banking,1/7/2021,6,7,10,,,,,,,,CB ,Deposits,70
Retail Banking,1/11/2021,7,7,10,,,,,,,,CB ,Deposits,57
Retail Banking,1/7/2021,7,6,10,,,,,,,,PB ,Loans,51
Retail Banking,1/11/2021,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,1/10/2021,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,1/7/2021,7,7,10,,,,,,,,CB ,Loans,67
Retail Banking,1/9/2021,7,6,9,,,,,,,,CB ,Deposits,74
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,85
Retail Banking,1/7/2021,7,7,10,,,,,,,,CB ,Deposits,72
Retail Banking,1/16/2021,7,7,10,,,,,,,,PB ,Deposits,71
Retail Banking,1/9/2021,4,3,5,,,,,,,,BB ,Deposits,72
Business Banking,1/11/2021,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,1/16/2021,7,7,10,,,,,,,,CB ,Deposits,80
Business Banking,1/8/2021,4,6,5,,,,,,,,BB ,Deposits,
Business Banking,1/7/2021,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,1/7/2021,7,7,10,,,,,,,,CB ,Deposits,39
Digital Banking,1/7/2021,6,6,7,7,6,6,5,,6,7,BB ,Deposits,
Digital Banking,1/7/2021,7,7,10,7,7,7,6,,7,7,CB ,Deposits,72
Digital Banking,1/7/2021,7,7,10,6,6,6,5,,6,6,CB ,Loans,74
Digital Banking,1/7/2021,7,7,9,7,7,7,7,,7,7,CB ,Deposits,60
Digital Banking,1/7/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,38
New Account,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,68
New Account,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,32
Business Banking,1/7/2021,6,4,9,,,,,,,,BB ,Loans,
Business Banking,1/7/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/7/2021,6,7,6,,,,,,,,BB ,Deposits,
Business Banking,1/7/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/8/2021,7,5,10,,,,,,,,PB ,Deposits,
Digital Banking,1/7/2021,6,3,4,6,6,6,6,,6,6,CB ,Deposits,66
Digital Banking,1/9/2021,7,7,10,7,7,7,7,,6,7,CB ,Loans,72
Digital Banking,1/7/2021,7,6,10,7,7,5,6,,7,6,CB ,Deposits,69
Loan,1/13/2021,7,7,10,,,,,,,,CB ,Loans,65
New Account,1/22/2021,4,6,9,,,,,,,,CB ,Deposits,38
New Account,1/21/2021,1,1,0,,,,,,,,PB ,Deposits,57
Digital Banking,1/7/2021,6,6,8,7,3,4,4,,5,5,CB ,Deposits,76
Digital Banking,1/7/2021,1,7,10,7,7,7,7,,7,7,CB ,Deposits,41
Digital Banking,1/8/2021,7,7,10,7,4,7,7,,7,7,CB ,Deposits,30
New Account,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,39
Digital Banking,1/9/2021,7,7,10,7,7,7,7,,7,7,CB ,Loans,67
Digital Banking,1/7/2021,4,5,5,5,5,5,4,,5,7,CB ,Deposits,25
Loan,1/7/2021,7,7,10,,,,,,,,CB ,Loans,48
New Account,1/17/2021,6,6,8,,,,,,,,CB ,Deposits,
New Account,1/22/2021,6,6,9,,,,,,,,CB ,Deposits,41
New Account,1/19/2021,7,5,4,,,,,,,,CB ,Deposits,28
New Account,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,34
Digital Banking,1/8/2021,7,7,9,7,7,7,7,,6,7,BB ,Loans,
Loan,1/9/2021,7,7,10,,,,,,,,CB ,Loans,63
Digital Banking,1/9/2021,7,7,10,7,7,7,7,,7,7,PB ,Loans,74
New Account,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,66
Digital Banking,1/8/2021,7,6,10,5,3,4,4,,5,6,CB ,Loans,63
New Account,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,26
New Account,1/18/2021,6,7,9,,,,,,,,PB ,Deposits,
Mortgage Post Closing,1/13/2021,3,4,4,,,,,,,,,,28
New Account,1/19/2021,7,7,10,,,,,,,,BB ,Deposits,51
Loan,1/13/2021,7,7,10,,,,,,,,CB ,Loans,49
New Account,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,74
New Account,1/23/2021,7,7,10,,,,,,,,CB ,Deposits,40
Loan,1/13/2021,7,7,10,,,,,,,,CB ,Loans,82
Digital Banking,1/12/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,77
New Account,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,88
New Account,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,57
Digital Banking,1/11/2021,7,6,7,5,4,5,4,,5,6,CB ,Deposits,72
Digital Banking,1/11/2021,7,4,8,6,7,6,5,,6,6,CB ,Deposits,81
Digital Banking,1/11/2021,5,5,7,6,4,4,4,,5,6,PB ,Deposits,45
New Account,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,42
New Account,1/19/2021,7,7,10,,,,,,,,BB ,Deposits,
iBiz,1/13/2021,6,7,10,,5,,5,5,5,6,,,
iBiz,1/14/2021,7,7,10,,7,,7,7,7,7,,,
iBiz,1/13/2021,5,6,8,,6,,4,7,3,6,,,
Digital Banking,1/12/2021,7,7,10,7,7,7,7,,7,7,CB ,Loans,65
Digital Banking,1/12/2021,7,7,10,7,7,4,6,,6,7,CB ,Deposits,54
New Account,1/20/2021,6,6,9,,,,,,,,CB ,Deposits,71
Digital Banking,1/12/2021,7,7,10,7,7,7,7,,7,7,CB ,Loans,56
New Account,1/23/2021,7,7,10,,,,,,,,CB ,Deposits,61
New Account,1/21/2021,7,7,5,,,,,,,,CB ,Deposits,56
New Account,1/21/2021,7,7,10,,,,,,,,PB ,Deposits,81
New Account,1/23/2021,7,5,10,,,,,,,,CB ,Deposits,47
New Account,1/22/2021,6,5,8,,,,,,,,CB ,Deposits,51
Digital Banking,1/13/2021,5,5,6,5,6,5,2,,5,6,CB ,Deposits,25
Digital Banking,1/12/2021,5,7,10,7,6,3,5,,7,7,PB ,Deposits,43
New Account,1/22/2021,1,7,10,,,,,,,,CB ,Deposits,65
Digital Banking,1/13/2021,6,7,10,6,6,4,5,,6,7,CB ,Deposits,39
New Account,1/20/2021,6,5,7,,,,,,,,PB ,Deposits,70
New Account,1/22/2021,7,6,9,,,,,,,,CB ,Deposits,35
New Account,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,31
New Account,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,22
Digital Banking,1/14/2021,7,6,9,7,6,5,6,,6,7,CB ,Deposits,56
Digital Banking,1/14/2021,7,6,9,7,7,7,7,,7,7,PB ,Deposits,70
Digital Banking,1/13/2021,6,6,8,6,5,5,6,,6,5,CB ,Loans,59
Digital Banking,1/13/2021,6,7,10,7,6,6,4,,5,6,PB ,Deposits,51
New Account,1/21/2021,1,1,1,,,,,,,,CB ,Deposits,66
Digital Banking,1/14/2021,6,5,7,7,7,4,5,,6,4,CB ,Loans,52
New Account,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,90
Digital Banking,1/14/2021,7,7,10,7,7,7,6,,7,7,CB ,Deposits,59
iBiz,1/14/2021,7,7,10,,7,,7,7,7,7,,,
Retail Banking,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,67
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,1/14/2021,6,6,9,,,,,,,,BB ,Deposits,65
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,1/14/2021,7,6,10,,,,,,,,CB ,Loans,58
Retail Banking,1/15/2021,7,4,10,,,,,,,,CB ,Deposits,67
Retail Banking,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,60
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,82
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,66
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,1/13/2021,6,6,9,,,,,,,,CB ,Deposits,76
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,57
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,55
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,52
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,49
Retail Banking,1/14/2021,7,7,10,,,,,,,,BB ,Loans,64
Retail Banking,1/16/2021,7,7,10,,,,,,,,CB ,Loans,71
Retail Banking,1/15/2021,5,7,9,,,,,,,,CB ,Deposits,82
Retail Banking,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,1/13/2021,7,7,10,,,,,,,,CB ,Deposits,67
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,73
Business Banking,1/14/2021,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,1/14/2021,6,6,9,,,,,,,,PB ,Deposits,
Business Banking,1/14/2021,6,5,7,,,,,,,,BB ,Loans,
Business Banking,1/14/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/14/2021,5,6,7,,,,,,,,BB ,Deposits,
Retail Banking,1/14/2021,7,7,7,,,,,,,,CB ,Deposits,31
Business Banking,1/16/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/15/2021,7,7,10,,,,,,,,BB ,Deposits,
Mortgage Post Closing,1/19/2021,7,7,10,,,,,,,,,,54
Digital Banking,1/14/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,58
Digital Banking,1/14/2021,7,7,9,7,7,5,7,,7,7,CB ,Deposits,68
New Account,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,60
New Account,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,84
Loan,1/15/2021,7,7,10,,,,,,,,CB ,Loans,42
Digital Banking,1/14/2021,7,7,10,7,7,5,7,,7,7,CB ,Deposits,48
Digital Banking,1/14/2021,5,5,10,7,7,5,7,,7,7,CB ,Deposits,51
New Account,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,22
New Account,1/22/2021,7,7,10,,,,,,,,BB ,Deposits,
New Account,1/24/2021,7,7,10,,,,,,,,CB ,Deposits,61
New Account,1/31/2021,7,7,10,,,,,,,,CB ,Deposits,18
Loan,1/15/2021,7,7,10,,,,,,,,CB ,Loans,37
New Account,1/23/2021,7,7,10,,,,,,,,CB ,Deposits,54
iBiz,1/14/2021,3,5,4,,1,,1,5,1,5,,,
Retail Banking,1/19/2021,6,5,9,,,,,,,,CB ,Deposits,66
Retail Banking,1/14/2021,7,7,7,,,,,,,,BB ,Deposits,73
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,83
Retail Banking,1/17/2021,7,7,10,,,,,,,,CB ,Deposits,88
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,77
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,74
Retail Banking,1/14/2021,7,7,10,,,,,,,,CB ,Deposits,55
Retail Banking,1/15/2021,5,4,6,,,,,,,,CB ,Deposits,58
Retail Banking,1/14/2021,5,7,9,,,,,,,,CB ,Deposits,77
Retail Banking,1/15/2021,7,7,10,,,,,,,,CB ,Deposits,71
Business Banking,1/14/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/15/2021,5,6,9,,,,,,,,BB ,Deposits,
Business Banking,1/15/2021,6,6,7,,,,,,,,BB ,Deposits,
Digital Banking,1/15/2021,7,7,10,6,7,6,6,,7,7,CB ,Deposits,67
Digital Banking,1/15/2021,7,7,0,7,5,1,4,,7,4,CB ,Deposits,60
New Account,1/25/2021,7,7,10,,,,,,,,CB ,Deposits,71
New Account,1/26/2021,7,7,10,,,,,,,,CB ,Deposits,90
Digital Banking,1/15/2021,4,7,10,7,7,7,4,,6,7,CB ,Loans,66
New Account,1/25/2021,7,7,10,,,,,,,,BB ,Deposits,59
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,53
Digital Banking,1/16/2021,7,7,9,6,6,5,6,,6,7,CB ,Deposits,72
New Account,1/25/2021,6,6,9,,,,,,,,CB ,Deposits,28
Digital Banking,1/17/2021,6,7,10,7,7,3,7,,7,7,CB ,Deposits,18
New Account,1/26/2021,6,7,8,,,,,,,,CB ,Deposits,61
New Account,1/25/2021,7,7,10,,,,,,,,BB ,Deposits,
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,29
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,81
Retail Banking,1/19/2021,1,1,0,,,,,,,,CB ,Deposits,43
Retail Banking,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,85
Retail Banking,1/20/2021,7,7,10,,,,,,,,PB ,Deposits,69
Retail Banking,1/22/2021,5,6,9,,,,,,,,CB ,Deposits,68
Retail Banking,1/20/2021,7,7,9,,,,,,,,CB ,Deposits,74
Retail Banking,1/21/2021,6,6,10,,,,,,,,CB ,Deposits,69
Retail Banking,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,71
Retail Banking,1/22/2021,7,7,10,,,,,,,,BB ,Deposits,81
Retail Banking,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,1/19/2021,6,7,9,,,,,,,,CB ,Deposits,72
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,68
Retail Banking,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,74
Retail Banking,1/19/2021,6,5,9,,,,,,,,PB ,Loans,71
Retail Banking,1/19/2021,6,6,9,,,,,,,,CB ,Deposits,72
Retail Banking,1/18/2021,1,2,1,,,,,,,,CB ,Deposits,38
Retail Banking,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,65
Retail Banking,1/20/2021,1,1,0,,,,,,,,BB ,Loans,57
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,1/22/2021,7,7,10,,,,,,,,CB ,Deposits,39
Retail Banking,1/18/2021,7,7,10,,,,,,,,CB ,Deposits,73
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,55
Retail Banking,1/22/2021,7,7,10,,,,,,,,CB ,Loans,57
Retail Banking,1/22/2021,6,7,10,,,,,,,,CB ,Deposits,39
Retail Banking,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,79
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,69
Retail Banking,1/21/2021,5,5,9,,,,,,,,CB ,Deposits,38
Business Banking,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,
Business Banking,1/19/2021,7,6,9,,,,,,,,CB ,Deposits,
Retail Banking,1/19/2021,7,7,10,,,,,,,,CB ,Deposits,83
Business Banking,1/18/2021,7,7,10,,,,,,,,PB ,Deposits,
Business Banking,1/19/2021,7,7,10,,,,,,,,BB ,Deposits,
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,68
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,26
New Account,1/26/2021,7,7,9,,,,,,,,CB ,Deposits,
Digital Banking,1/19/2021,7,7,10,6,6,6,7,,7,7,PB ,Deposits,49
Digital Banking,1/19/2021,6,7,10,7,7,7,6,,7,7,CB ,Deposits,69
Digital Banking,1/19/2021,7,7,8,7,7,7,7,,7,7,BB ,Loans,
Digital Banking,1/18/2021,5,7,10,4,6,6,6,,6,7,CB ,Deposits,58
Digital Banking,1/19/2021,7,6,6,7,6,6,7,,7,7,CB ,Deposits,83
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,27
New Account,1/30/2021,7,7,10,,,,,,,,BB ,Deposits,
New Account,1/26/2021,6,7,10,,,,,,,,CB ,Deposits,44
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,62
Retail Banking,1/20/2021,7,7,10,,,,,,,,CB ,Deposits,75
Retail Banking,1/19/2021,4,5,4,,,,,,,,CB ,Deposits,37
Retail Banking,1/20/2021,7,7,10,,,,,,,,PB ,Deposits,91
Business Banking,1/19/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/19/2021,4,n/a,4,,,,,,,,MM ,Loans,
Digital Banking,1/19/2021,7,7,10,7,7,7,7,,7,7,BB ,Deposits,66
Digital Banking,1/19/2021,6,6,8,6,6,6,6,,6,6,CB ,Deposits,93
Digital Banking,1/20/2021,6,6,8,6,6,6,6,,6,6,CB ,Deposits,64
Business Banking,1/20/2021,7,7,10,,,,,,,,BB ,Loans,
Business Banking,1/22/2021,5,4,7,,,,,,,,BB ,Deposits,
Business Banking,1/22/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/20/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/22/2021,7,7,10,,,,,,,,BB ,Deposits,
Retail Banking,1/21/2021,7,7,10,,,,,,,,CB ,Deposits,82
Business Banking,1/20/2021,6,3,7,,,,,,,,BB ,Deposits,
Business Banking,1/21/2021,7,7,10,,,,,,,,BB ,Deposits,
Business Banking,1/23/2021,7,7,10,,,,,,,,CB ,Deposits,
iBiz,1/22/2021,6,6,10,,6,,7,7,7,7,,,
iBiz,1/20/2021,4,3,3,,5,,3,5,3,7,,,
iBiz,1/21/2021,7,7,10,,7,,7,7,7,7,,,
iBiz,1/22/2021,7,7,10,,7,,7,7,7,7,,,
iBiz,1/23/2021,7,7,10,,7,,6,7,7,7,,,
iBiz,1/21/2021,7,7,10,,7,,7,7,7,7,,,
iBiz,1/21/2021,5,6,9,,5,,3,6,6,7,,,
iBiz,1/21/2021,7,7,10,,7,,7,7,7,7,,,
New Account,1/28/2021,7,7,10,,,,,,,,CB ,Deposits,64
Digital Banking,1/20/2021,7,7,10,7,7,7,7,,7,7,CB ,Deposits,38
New Account,1/30/2021,7,7,10,,,,,,,,CB ,Deposits,20
Loan,1/22/2021,7,7,10,,,,,,,,CB ,Loans,60
